由此	通过	0.5271815061569214
日期	时间	0.7260496616363525
严厉	严谨	0.729619026184082
一方面	一边	0.714711606502533
容易	顺利	0.5667898654937744
抄袭	克隆	0.6431328058242798
权限	权力	0.812362551689148
理解	理会	0.6399680972099304
自然	环境	0.6526087522506714
振兴	建设	0.6350991725921631
节日	假日	0.7621017694473267
物品	物质	0.6191536784172058
面	首	0.45236438512802124
免费	便宜	0.6144983768463135
典型	代表	0.4062073528766632
必须	必需	0.8242582082748413
质量	重量	0.7357100248336792
大小	多少	0.6169500350952148
天赋	技能	0.7658528685569763
隆重	重要	0.5305379629135132
线路	行程	0.6654089689254761
许可证	执照	0.7972663640975952
是非	方圆	0.5243188142776489
大	高	0.5924121141433716
右翼	左派	0.8040195107460022
和谐	平安	0.4401255249977112
商标	符号	0.6402260661125183
违纪	贪污	0.8653619289398193
环境	生态	0.7449506521224976
实践	进行	0.5752492547035217
买卖	营销	0.7689251899719238
手续	过程	0.5150719881057739
收费	缴纳	0.5936250686645508
言语	语言	0.5747895836830139
借口	理由	0.7489279508590698
与	以及	0.6959198713302612
迷人	气质	0.8917122483253479
榜样	样子	0.7807801961898804
均衡	全面	0.5583263635635376
制约	收敛	0.573917031288147
经营者	纳税人	0.8584192395210266
前途	道路	0.40184253454208374
爱心	慈善	0.7880351543426514
光盘	硬盘	0.9174193143844604
帮助	赞助	0.49642205238342285
拥戴	崇拜	0.7402640581130981
旅程	旅行	0.8024427890777588
见解	意见	0.8327805995941162
生命	性命	0.7278507947921753
宝贵	金子	0.6415339708328247
结构	系统	0.6397167444229126
玩偶	工具	0.6966463327407837
百货	商场	0.7985568046569824
同事	朋友	0.842548668384552
名字	姓氏	0.7566720247268677
网站	网页	0.8495054841041565
名誉	名气	0.5865302681922913
工具	器具	0.8194164633750916
意思	意义	0.6642465591430664
伴随	陪伴	0.6187781095504761
生产力	创新	0.7882544994354248
上市	盈利	0.6546372175216675
载体	书本	0.8140324354171753
地址	小区	0.6798142194747925
价钱	票房	0.6589310169219971
表彰	进步	0.5164919495582581
理论	结论	0.7472928762435913
亲人	敌人	0.7138713598251343
一般	差	0.5961183905601501
宋	明	0.788019061088562
程序	指令	0.8214278221130371
关键字	关键	0.5746685266494751
平等	平均	0.29138103127479553
利用	使用	0.7932406663894653
规律	原理	0.7739607095718384
手法	方法	0.7540630102157593
准则	规则	0.850915789604187
事物	东西	0.47241583466529846
俱乐部	富人	0.4827253520488739
味道	鼻子	0.8294622302055359
空间	世界	0.28047114610671997
字符	程序	0.7424774765968323
裁判	足球	0.4816531538963318
股票	银行	0.7492849826812744
著名	著作	0.4853534698486328
可能性	可靠性	0.753158688545227
占有	争取	0.5770015716552734
合肥	巴黎	0.6365492939949036
热线	焦点	0.6626027226448059
温度	湿度	0.8384653925895691
公众	媒体	0.6082940101623535
姑娘	青春	0.7803212404251099
多媒体	设备	0.7423408031463623
韩	日	0.3834678530693054
钱	利	0.38859236240386963
博物馆	剧院	0.730315089225769
竞争	考试	0.4673054814338684
密码	账号	0.7800254821777344
夫人	孩子	0.6041783094406128
简化	优化	0.8668673038482666
故事	剧情	0.871890127658844
调整	整合	0.6794540882110596
创新	发明	0.5719788074493408
公约	规章	0.7428215146064758
合同	协议	0.7596330642700195
大概	差不多	0.8324438333511353
比如	譬如	0.9217791557312012
友善	清新	0.8223108053207397
繁荣	泡沫	0.6056624054908752
智力	想象	0.7650817632675171
灌输	讲解	0.8508975505828857
车辆	行人	0.5755167007446289
偏见	认知	0.8135966062545776
北京市	成都市	0.8199161291122437
艺术家	地理学家	0.8024026155471802
干涉	管理	0.474323034286499
管理	托管	0.6746574640274048
书籍	图书馆	0.6163537502288818
框架	组织	0.5888569355010986
炮兵	海军	0.7331199645996094
学习	上课	0.6359602212905884
同学	同事	0.8357638120651245
语文	数学	0.7627167701721191
奖赏	惩罚	0.8589117527008057
名称	外号	0.6026638746261597
数据库	信息	0.8211110830307007
唱	颂	0.7194821834564209
乐观	阳光	0.5842410326004028
赋予	给予	0.7477377653121948
怪异	奇怪	0.9361768960952759
